"Título de trazado: LDCapSwampHoboTRH"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20744890, SEN S/N: 20744890, LBL: TempC)","HR, % (LGR S/N: 20744890, SEN S/N: 20744890, LBL: %)","Acoplador separado (LGR S/N: 20744890)","Acoplador adjunto (LGR S/N: 20744890)","Host conectado (LGR S/N: 20744890)","Final de archivo (LGR S/N: 20744890)"
14537,11/12/25 09:00:00 a.m.,14.337,76.906,,,,
14538,11/12/25 09:30:00 a.m.,13.714,75.041,,,,
14539,11/12/25 10:00:00 a.m.,14.457,71.592,,,,
14540,11/12/25 10:30:00 a.m.,13.353,72.543,,,,
14541,11/12/25 11:00:00 a.m.,13.762,72.850,,,,
14542,11/12/25 11:30:00 a.m.,12.534,76.085,,,,
14543,11/12/25 12:00:00 p.m.,14.242,73.455,,,,
14544,11/12/25 12:30:00 p.m.,14.601,70.533,,,,
14545,11/12/25 01:00:00 p.m.,12.775,73.615,,,,
14546,11/12/25 01:30:00 p.m.,12.025,78.304,,,,
14547,11/12/25 02:00:00 p.m.,13.329,76.278,,,,
14548,11/12/25 02:30:00 p.m.,16.344,69.245,,,,
14549,11/12/25 03:00:00 p.m.,12.751,71.092,,,,
14550,11/12/25 03:30:00 p.m.,11.492,77.777,,,,
14551,11/12/25 04:00:00 p.m.,10.345,79.991,,,,
14552,11/12/25 04:30:00 p.m.,9.213,82.433,,,,
14553,11/12/25 05:00:00 p.m.,7.845,85.112,,,,
14554,11/12/25 05:30:00 p.m.,6.585,87.674,,,,
14555,11/12/25 06:00:00 p.m.,5.024,89.286,,,,
14556,11/12/25 06:30:00 p.m.,3.880,91.518,,,,
14557,11/12/25 07:00:00 p.m.,2.450,92.191,,,,
14558,11/12/25 07:30:00 p.m.,2.477,93.631,,,,
14559,11/12/25 08:00:00 p.m.,2.530,94.872,,,,
14560,11/12/25 08:30:00 p.m.,2.423,95.575,,,,
14561,11/12/25 09:00:00 p.m.,1.044,95.778,,,,
14562,11/12/25 09:30:00 p.m.,1.180,96.443,,,,
14563,11/12/25 10:00:00 p.m.,1.317,96.842,,,,
14564,11/12/25 10:30:00 p.m.,1.017,97.167,,,,
14565,11/12/25 11:00:00 p.m.,1.886,97.555,,,,
14566,11/12/25 11:30:00 p.m.,2.155,97.919,,,,
14567,11/13/25 12:00:00 a.m.,2.930,98.138,,,,
14568,11/13/25 12:30:00 a.m.,3.459,98.480,,,,
14569,11/13/25 01:00:00 a.m.,4.141,98.600,,,,
14570,11/13/25 01:30:00 a.m.,4.141,98.769,,,,
14571,11/13/25 02:00:00 a.m.,3.617,98.717,,,,
14572,11/13/25 02:30:00 a.m.,2.530,98.745,,,,
14573,11/13/25 03:00:00 a.m.,2.128,98.869,,,,
14574,11/13/25 03:30:00 a.m.,1.344,98.931,,,,
14575,11/13/25 04:00:00 a.m.,0.989,99.067,,,,
14576,11/13/25 04:30:00 a.m.,1.697,99.222,,,,
14577,11/13/25 05:00:00 a.m.,1.967,99.252,,,,
14578,11/13/25 05:30:00 a.m.,1.180,99.217,,,,
14579,11/13/25 06:00:00 a.m.,3.538,99.655,,,,
14580,11/13/25 06:30:00 a.m.,5.024,99.792,,,,
14581,11/13/25 07:00:00 a.m.,4.766,99.767,,,,
14582,11/13/25 07:30:00 a.m.,8.369,99.722,,,,
14583,11/13/25 08:00:00 a.m.,12.292,91.273,,,,
14584,11/13/25 08:30:00 a.m.,12.243,80.654,,,,
14585,11/13/25 09:00:00 a.m.,12.147,86.981,,,,
14586,11/13/25 09:30:00 a.m.,12.703,80.865,,,,
14587,11/13/25 10:00:00 a.m.,13.882,70.167,,,,
14588,11/13/25 10:30:00 a.m.,10.516,86.644,,,,
14589,11/13/25 11:00:00 a.m.,10.663,92.717,,,,
14590,11/13/25 11:30:00 a.m.,12.243,93.383,,,,
14591,11/13/25 12:00:00 p.m.,12.847,86.297,,,,
14592,11/13/25 12:30:00 p.m.,12.775,86.653,,,,
14593,11/13/25 01:00:00 p.m.,13.449,91.773,,,,
14594,11/13/25 01:30:00 p.m.,13.353,85.988,,,,
14595,11/13/25 02:00:00 p.m.,16.368,74.872,,,,
14596,11/13/25 02:30:00 p.m.,15.223,72.055,,,,
14597,11/13/25 03:00:00 p.m.,15.366,73.622,,,,
14598,11/13/25 03:30:00 p.m.,14.960,70.371,,,,
14599,11/13/25 04:00:00 p.m.,11.759,76.258,,,,
14600,11/13/25 04:30:00 p.m.,10.492,80.458,,,,
14601,11/13/25 05:00:00 p.m.,10.736,81.162,,,,
14602,11/13/25 05:30:00 p.m.,9.410,84.742,,,,
14603,11/13/25 06:00:00 p.m.,7.945,88.293,,,,
14604,11/13/25 06:30:00 p.m.,7.268,90.338,,,,
14605,11/13/25 07:00:00 p.m.,5.693,89.888,,,,
14606,11/13/25 07:30:00 p.m.,6.281,93.400,,,,
14607,11/13/25 08:00:00 p.m.,6.255,94.269,,,,
14608,11/13/25 08:30:00 p.m.,5.847,94.832,,,,
14609,11/13/25 09:00:00 p.m.,5.411,95.062,,,,
14610,11/13/25 09:30:00 p.m.,4.532,95.466,,,,
14611,11/13/25 10:00:00 p.m.,3.854,95.821,,,,
14612,11/13/25 10:30:00 p.m.,3.906,96.422,,,,
14613,11/13/25 11:00:00 p.m.,4.610,97.105,,,,
14614,11/13/25 11:30:00 p.m.,4.168,97.226,,,,
14615,11/14/25 12:00:00 a.m.,4.350,97.714,,,,
14616,11/14/25 12:30:00 a.m.,4.869,98.054,,,,
14617,11/14/25 01:00:00 a.m.,5.205,98.318,,,,
14618,11/14/25 01:30:00 a.m.,5.128,98.418,,,,
14619,11/14/25 02:00:00 a.m.,4.869,98.588,,,,
14620,11/14/25 02:30:00 a.m.,4.792,98.712,,,,
14621,11/14/25 03:00:00 a.m.,4.844,98.872,,,,
14622,11/14/25 03:30:00 a.m.,4.818,98.961,,,,
14623,11/14/25 04:00:00 a.m.,4.376,98.981,,,,
14624,11/14/25 04:30:00 a.m.,4.662,99.207,,,,
14625,11/14/25 05:00:00 a.m.,4.818,99.299,,,,
14626,11/14/25 05:30:00 a.m.,4.818,99.348,,,,
14627,11/14/25 06:00:00 a.m.,4.766,99.429,,,,
14628,11/14/25 06:30:00 a.m.,4.662,99.544,,,,
14629,11/14/25 07:00:00 a.m.,4.089,99.573,,,,
14630,11/14/25 07:30:00 a.m.,5.437,100.000,,,,
14631,11/14/25 08:00:00 a.m.,7.720,100.000,,,,
14632,11/14/25 08:30:00 a.m.,8.668,100.000,,,,
14633,11/14/25 09:00:00 a.m.,10.443,100.000,,,,
14634,11/14/25 09:30:00 a.m.,12.389,99.111,,,,
14635,11/14/25 10:00:00 a.m.,16.272,84.696,,,,
14636,11/14/25 10:30:00 a.m.,15.127,76.650,,,,
14637,11/14/25 11:00:00 a.m.,15.485,75.684,,,,
14638,11/14/25 11:30:00 a.m.,18.723,67.518,,,,
14639,11/14/25 12:00:00 p.m.,18.889,63.186,,,,
14640,11/14/25 12:30:00 p.m.,18.652,59.869,,,,
14641,11/14/25 01:00:00 p.m.,18.937,57.849,,,,
14642,11/14/25 01:30:00 p.m.,19.508,57.234,,,,
14643,11/14/25 02:00:00 p.m.,19.603,56.175,,,,
14644,11/14/25 02:30:00 p.m.,18.319,58.756,,,,
14645,11/14/25 03:00:00 p.m.,16.106,60.752,,,,
14646,11/14/25 03:30:00 p.m.,13.666,68.776,,,,
14647,11/14/25 04:00:00 p.m.,13.738,71.225,,,,
14648,11/14/25 04:30:00 p.m.,11.662,74.791,,,,
14649,11/14/25 05:00:00 p.m.,9.064,79.791,,,,
14650,11/14/25 05:30:00 p.m.,7.217,83.595,,,,
14651,11/14/25 06:00:00 p.m.,5.231,86.052,,,,
14652,11/14/25 06:30:00 p.m.,4.740,89.621,,,,
14653,11/14/25 07:00:00 p.m.,4.246,91.889,,,,
14654,11/14/25 07:30:00 p.m.,4.947,93.846,,,,
14655,11/14/25 08:00:00 p.m.,3.932,94.367,,,,
14656,11/14/25 08:30:00 p.m.,3.512,95.090,,,,
14657,11/14/25 09:00:00 p.m.,3.195,95.543,,,,
14658,11/14/25 09:30:00 p.m.,3.354,96.026,,,,
14659,11/14/25 10:00:00 p.m.,3.459,96.567,,,,
14660,11/14/25 10:30:00 p.m.,4.506,97.027,,,,
14661,11/14/25 11:00:00 p.m.,5.154,97.353,,,,
14662,11/14/25 11:30:00 p.m.,5.282,97.584,,,,
14663,11/15/25 12:00:00 a.m.,5.179,97.849,,,,
14664,11/15/25 12:30:00 a.m.,5.179,97.970,,,,
14665,11/15/25 01:00:00 a.m.,3.722,97.830,,,,
14666,11/15/25 01:30:00 a.m.,3.854,98.157,,,,
14667,11/15/25 02:00:00 a.m.,2.770,98.141,,,,
14668,11/15/25 02:30:00 a.m.,2.047,98.129,,,,
14669,11/15/25 03:00:00 a.m.,1.724,98.467,,,,
14670,11/15/25 03:30:00 a.m.,1.480,98.493,,,,
14671,11/15/25 04:00:00 a.m.,1.235,98.662,,,,
14672,11/15/25 04:30:00 a.m.,0.660,98.783,,,,
14673,11/15/25 05:00:00 a.m.,1.017,98.932,,,,
14674,11/15/25 05:30:00 a.m.,0.989,98.972,,,,
14675,11/15/25 06:00:00 a.m.,0.522,99.075,,,,
14676,11/15/25 06:30:00 a.m.,2.717,99.468,,,,
14677,11/15/25 07:00:00 a.m.,3.985,99.783,,,,
14678,11/15/25 07:30:00 a.m.,5.024,99.817,,,,
14679,11/15/25 08:00:00 a.m.,5.821,99.972,,,,
14680,11/15/25 08:30:00 a.m.,7.091,100.000,,,,
14681,11/15/25 09:00:00 a.m.,7.970,100.000,,,,
14682,11/15/25 09:30:00 a.m.,8.519,100.000,,,,
14683,11/15/25 10:00:00 a.m.,9.583,100.000,,,,
14684,11/15/25 10:30:00 a.m.,10.051,100.000,,,,
14685,11/15/25 11:00:00 a.m.,11.151,100.000,,,,
14686,11/15/25 11:30:00 a.m.,13.522,89.510,,,,
14687,11/15/25 12:00:00 p.m.,12.461,84.895,,,,
14688,11/15/25 12:30:00 p.m.,11.175,91.146,,,,
14689,11/15/25 01:00:00 p.m.,11.783,90.389,,,,
14690,11/15/25 01:30:00 p.m.,11.127,91.806,,,,
14691,11/15/25 02:00:00 p.m.,10.394,91.620,,,,
14692,11/15/25 02:30:00 p.m.,11.151,93.023,,,,
14693,11/15/25 03:00:00 p.m.,10.834,90.749,,,,
14694,11/15/25 03:30:00 p.m.,10.907,91.130,,,,
14695,11/15/25 04:00:00 p.m.,9.287,92.464,,,,
14696,11/15/25 04:30:00 p.m.,8.817,94.297,,,,
14697,11/15/25 05:00:00 p.m.,8.020,95.266,,,,
14698,11/15/25 05:30:00 p.m.,7.318,95.776,,,,
14699,11/15/25 06:00:00 p.m.,6.965,96.103,,,,
14700,11/15/25 06:30:00 p.m.,6.763,96.345,,,,
14701,11/15/25 07:00:00 p.m.,6.458,96.410,,,,
14702,11/15/25 07:30:00 p.m.,5.796,96.549,,,,
14703,11/15/25 08:00:00 p.m.,5.539,96.872,,,,
14704,11/15/25 08:30:00 p.m.,5.821,97.097,,,,
14705,11/15/25 09:00:00 p.m.,5.872,97.455,,,,
14706,11/15/25 09:30:00 p.m.,5.668,97.545,,,,
14707,11/15/25 10:00:00 p.m.,4.792,97.570,,,,
14708,11/15/25 10:30:00 p.m.,4.714,97.962,,,,
14709,11/15/25 11:00:00 p.m.,5.024,98.219,,,,
14710,11/15/25 11:30:00 p.m.,5.179,98.384,,,,
14711,11/16/25 12:00:00 a.m.,5.308,98.542,,,,
14712,11/16/25 12:30:00 a.m.,5.308,98.615,,,,
14713,11/16/25 01:00:00 a.m.,5.231,98.787,,,,
14714,11/16/25 01:30:00 a.m.,5.128,98.855,,,,
14715,11/16/25 02:00:00 a.m.,5.257,99.037,,,,
14716,11/16/25 02:30:00 a.m.,5.282,99.117,,,,
14717,11/16/25 03:00:00 a.m.,5.308,99.245,,,,
14718,11/16/25 03:30:00 a.m.,5.385,99.291,,,,
14719,11/16/25 04:00:00 a.m.,5.282,99.359,,,,
14720,11/16/25 04:30:00 a.m.,5.179,99.450,,,,
14721,11/16/25 05:00:00 a.m.,4.921,99.425,,,,
14722,11/16/25 05:30:00 a.m.,4.532,99.531,,,,
14723,11/16/25 06:00:00 a.m.,4.506,99.692,,,,
14724,11/16/25 06:30:00 a.m.,5.128,99.942,,,,
14725,11/16/25 07:00:00 a.m.,6.153,100.000,,,,
14726,11/16/25 07:30:00 a.m.,6.712,100.000,,,,
14727,11/16/25 08:00:00 a.m.,7.494,100.000,,,,
14728,11/16/25 08:30:00 a.m.,8.195,100.000,,,,
14729,11/16/25 09:00:00 a.m.,8.020,100.000,,,,
14730,11/16/25 09:30:00 a.m.,7.870,99.972,,,,
14731,11/16/25 10:00:00 a.m.,7.870,99.874,,,,
14732,11/16/25 10:30:00 a.m.,8.120,99.896,,,,
14733,11/16/25 11:00:00 a.m.,8.494,99.855,,,,
14734,11/16/25 11:30:00 a.m.,9.188,99.904,,,,
14735,11/16/25 12:00:00 p.m.,9.534,99.706,,,,
14736,11/16/25 12:30:00 p.m.,9.139,99.201,,,,
14737,11/16/25 01:00:00 p.m.,10.394,99.849,,,,
14738,11/16/25 01:30:00 p.m.,8.618,99.350,,,,
14739,11/16/25 02:00:00 p.m.,8.419,99.687,,,,
14740,11/16/25 02:30:00 p.m.,7.720,100.000,,,,
14741,11/16/25 03:00:00 p.m.,7.720,100.000,,,,
14742,11/16/25 03:30:00 p.m.,8.070,100.000,,,,
14743,11/16/25 04:00:00 p.m.,7.670,100.000,,,,
14744,11/16/25 04:30:00 p.m.,8.270,100.000,,,,
14745,11/16/25 05:00:00 p.m.,7.770,100.000,,,,
14746,11/16/25 05:30:00 p.m.,7.217,100.000,,,,
14747,11/16/25 06:00:00 p.m.,6.585,100.000,,,,
14748,11/16/25 06:30:00 p.m.,5.642,100.000,,,,
14749,11/16/25 07:00:00 p.m.,5.282,100.000,,,,
14750,11/16/25 07:30:00 p.m.,5.154,100.000,,,,
14751,11/16/25 08:00:00 p.m.,4.141,100.000,,,,
14752,11/16/25 08:30:00 p.m.,4.011,100.000,,,,
14753,11/16/25 09:00:00 p.m.,3.827,100.000,,,,
14754,11/16/25 09:30:00 p.m.,3.880,100.000,,,,
14755,11/16/25 10:00:00 p.m.,3.801,100.000,,,,
14756,11/16/25 10:30:00 p.m.,3.801,100.000,,,,
14757,11/16/25 11:00:00 p.m.,3.801,100.000,,,,
14758,11/16/25 11:30:00 p.m.,3.696,100.000,,,,
14759,11/17/25 12:00:00 a.m.,3.354,100.000,,,,
14760,11/17/25 12:30:00 a.m.,2.637,100.000,,,,
14761,11/17/25 01:00:00 a.m.,1.615,100.000,,,,
14762,11/17/25 01:30:00 a.m.,0.577,100.000,,,,
14763,11/17/25 02:00:00 a.m.,0.412,100.000,,,,
14764,11/17/25 02:30:00 a.m.,-0.395,100.000,,,,
14765,11/17/25 03:00:00 a.m.,0.024,100.000,,,,
14766,11/17/25 03:30:00 a.m.,-0.339,100.000,,,,
14767,11/17/25 04:00:00 a.m.,-0.255,100.000,,,,
14768,11/17/25 04:30:00 a.m.,-0.311,100.000,,,,
14769,11/17/25 05:00:00 a.m.,-0.060,100.000,,,,
14770,11/17/25 05:30:00 a.m.,-0.032,100.000,,,,
14771,11/17/25 06:00:00 a.m.,-0.060,100.000,,,,
14772,11/17/25 06:30:00 a.m.,0.439,100.000,,,,
14773,11/17/25 07:00:00 a.m.,1.317,100.000,,,,
14774,11/17/25 07:30:00 a.m.,3.775,100.000,,,,
14775,11/17/25 08:00:00 a.m.,5.462,100.000,,,,
14776,11/17/25 08:30:00 a.m.,5.924,100.000,,,,
14777,11/17/25 09:00:00 a.m.,6.306,100.000,,,,
14778,11/17/25 09:30:00 a.m.,6.535,100.000,,,,
14779,11/17/25 10:00:00 a.m.,8.195,100.000,,,,
14780,11/17/25 10:30:00 a.m.,9.829,99.937,,,,
14781,11/17/25 11:00:00 a.m.,9.706,94.202,,,,
14782,11/17/25 11:30:00 a.m.,9.829,93.752,,,,
14783,11/17/25 12:00:00 p.m.,10.736,91.810,,,,
14784,11/17/25 12:30:00 p.m.,11.321,88.575,,,,
14785,11/17/25 01:00:00 p.m.,13.377,85.136,,,,
14786,11/17/25 01:30:00 p.m.,12.292,85.898,,,,
14787,11/17/25 02:00:00 p.m.,11.662,89.236,,,,
14788,11/17/25 02:30:00 p.m.,13.401,87.547,,,,
14789,11/17/25 03:00:00 p.m.,11.686,85.702,,,,
14790,11/17/25 03:30:00 p.m.,10.492,89.286,,,,
14791,11/17/25 04:00:00 p.m.,6.255,92.589,,,,
14792,11/17/25 04:30:00 p.m.,5.975,95.586,,,,
14793,11/17/25 05:00:00 p.m.,6.077,96.725,,,,
14794,11/17/25 05:30:00 p.m.,5.872,97.308,,,,
14795,11/17/25 06:00:00 p.m.,4.766,97.490,,,,
14796,11/17/25 06:30:00 p.m.,3.406,97.741,,,,
14797,11/17/25 07:00:00 p.m.,3.354,98.209,,,,
14798,11/17/25 07:30:00 p.m.,3.036,98.480,,,,
14799,11/17/25 08:00:00 p.m.,2.930,98.763,,,,
14800,11/17/25 08:30:00 p.m.,4.115,99.196,,,,
14801,11/17/25 09:00:00 p.m.,3.827,99.162,,,,
14802,11/17/25 09:30:00 p.m.,3.195,99.413,,,,
14803,11/17/25 10:00:00 p.m.,3.985,99.687,,,,
14804,11/17/25 10:30:00 p.m.,4.818,99.854,,,,
14805,11/17/25 11:00:00 p.m.,4.584,99.763,,,,
14806,11/17/25 11:30:00 p.m.,4.454,100.000,,,,
14807,11/18/25 12:00:00 a.m.,4.714,100.000,,,,
14808,11/18/25 12:30:00 a.m.,4.324,100.000,,,,
14809,11/18/25 01:00:00 a.m.,4.558,100.000,,,,
14810,11/18/25 01:30:00 a.m.,4.818,100.000,,,,
14811,11/18/25 02:00:00 a.m.,4.921,100.000,,,,
14812,11/18/25 02:30:00 a.m.,4.973,100.000,,,,
14813,11/18/25 03:00:00 a.m.,4.999,100.000,,,,
14814,11/18/25 03:30:00 a.m.,5.024,100.000,,,,
14815,11/18/25 04:00:00 a.m.,4.662,100.000,,,,
14816,11/18/25 04:30:00 a.m.,4.714,100.000,,,,
14817,11/18/25 05:00:00 a.m.,4.714,100.000,,,,
14818,11/18/25 05:30:00 a.m.,4.324,100.000,,,,
14819,11/18/25 06:00:00 a.m.,3.564,100.000,,,,
14820,11/18/25 06:30:00 a.m.,4.011,100.000,,,,
14821,11/18/25 07:00:00 a.m.,4.766,100.000,,,,
14822,11/18/25 07:30:00 a.m.,6.077,100.000,,,,
14823,11/18/25 08:00:00 a.m.,6.408,100.000,,,,
14824,11/18/25 08:30:00 a.m.,6.230,100.000,,,,
14825,11/18/25 09:00:00 a.m.,7.845,100.000,,,,
14826,11/18/25 09:30:00 a.m.,9.089,100.000,,,,
14827,11/18/25 10:00:00 a.m.,10.932,100.000,,,,
14828,11/18/25 10:30:00 a.m.,10.834,100.000,,,,
14829,11/18/25 11:00:00 a.m.,9.952,100.000,,,,
14830,11/18/25 11:30:00 a.m.,10.736,99.127,,,,
14831,11/18/25 12:00:00 p.m.,10.394,96.508,,,,
14832,11/18/25 12:30:00 p.m.,9.238,96.945,,,,
14833,11/18/25 01:00:00 p.m.,9.064,97.546,,,,
14834,11/18/25 01:30:00 p.m.,9.089,97.801,,,,
14835,11/18/25 02:00:00 p.m.,10.590,98.115,,,,
14836,11/18/25 02:30:00 p.m.,12.001,96.917,,,,
14837,11/18/25 03:00:00 p.m.,10.345,92.225,,,,
14838,11/18/25 03:30:00 p.m.,9.015,95.005,,,,
14839,11/18/25 04:00:00 p.m.,8.916,95.858,,,,
14840,11/18/25 04:30:00 p.m.,8.469,95.887,,,,
14841,11/18/25 05:00:00 p.m.,8.444,96.380,,,,
14842,11/18/25 05:30:00 p.m.,7.870,96.746,,,,
14843,11/18/25 06:00:00 p.m.,7.318,96.967,,,,
14844,11/18/25 06:30:00 p.m.,7.041,97.385,,,,
14845,11/18/25 07:00:00 p.m.,6.965,97.659,,,,
14846,11/18/25 07:30:00 p.m.,6.763,97.751,,,,
14847,11/18/25 08:00:00 p.m.,6.712,98.031,,,,
14848,11/18/25 08:30:00 p.m.,6.687,98.171,,,,
14849,11/18/25 09:00:00 p.m.,5.719,98.072,,,,
14850,11/18/25 09:30:00 p.m.,5.282,98.364,,,,
14851,11/18/25 10:00:00 p.m.,5.050,98.542,,,,
14852,11/18/25 10:30:00 p.m.,4.428,98.512,,,,
14853,11/18/25 11:00:00 p.m.,3.985,98.797,,,,
14854,11/18/25 11:30:00 p.m.,4.063,98.988,,,,
14855,11/19/25 12:00:00 a.m.,3.617,99.102,,,,
14856,11/19/25 12:30:00 a.m.,5.024,99.527,,,,
14857,11/19/25 01:00:00 a.m.,5.488,99.780,,,,
14858,11/19/25 01:30:00 a.m.,5.668,100.000,,,,
14859,11/19/25 02:00:00 a.m.,5.616,100.000,,,,
14860,11/19/25 02:30:00 a.m.,5.360,100.000,,,,
14861,11/19/25 03:00:00 a.m.,4.818,100.000,,,,
14862,11/19/25 03:30:00 a.m.,4.246,100.000,,,,
14863,11/19/25 04:00:00 a.m.,3.195,100.000,,,,
14864,11/19/25 04:30:00 a.m.,2.690,100.000,,,,
14865,11/19/25 05:00:00 a.m.,2.983,100.000,,,,
14866,11/19/25 05:30:00 a.m.,3.512,100.000,,,,
14867,11/19/25 06:00:00 a.m.,2.423,100.000,,,,
14868,11/19/25 06:30:00 a.m.,3.354,100.000,,,,
14869,11/19/25 07:00:00 a.m.,5.719,100.000,,,,
14870,11/19/25 07:30:00 a.m.,7.015,100.000,,,,
14871,11/19/25 08:00:00 a.m.,9.040,100.000,,,,
14872,11/19/25 08:30:00 a.m.,11.565,92.692,,,,
14873,11/19/25 09:00:00 a.m.,14.601,87.755,,,,
14874,11/19/25 09:30:00 a.m.,17.153,76.364,,,,
14875,11/19/25 10:00:00 a.m.,16.963,71.443,,,,
14876,11/19/25 10:30:00 a.m.,18.319,70.717,,,,
14877,11/19/25 11:00:00 a.m.,16.082,71.131,,,,
14878,11/19/25 11:30:00 a.m.,14.601,70.188,,,,
14879,11/19/25 12:00:00 p.m.,12.727,74.588,,,,
14880,11/19/25 12:30:00 p.m.,11.297,78.506,,,,
14881,11/19/25 01:00:00 p.m.,13.714,72.728,,,,
14882,11/19/25 01:30:00 p.m.,14.649,73.252,,,,
14883,11/19/25 02:00:00 p.m.,14.792,72.285,,,,
14884,11/19/25 02:30:00 p.m.,13.882,72.306,,,,
14885,11/19/25 03:00:00 p.m.,11.856,78.818,,,,
14886,11/19/25 03:30:00 p.m.,8.817,81.728,,,,
14887,11/19/25 04:00:00 p.m.,7.995,85.095,,,,
14888,11/19/25 04:30:00 p.m.,7.368,88.358,,,,
14889,11/19/25 05:00:00 p.m.,7.041,89.486,,,,
14890,11/19/25 05:30:00 p.m.,6.000,89.965,,,,
14891,11/19/25 06:00:00 p.m.,4.402,90.194,,,,
14892,11/19/25 06:30:00 p.m.,3.775,92.141,,,,
14893,11/19/25 07:00:00 p.m.,4.532,94.281,,,,
14894,11/19/25 07:30:00 p.m.,5.076,95.416,,,,
14895,11/19/25 08:00:00 p.m.,5.437,96.057,,,,
14896,11/19/25 08:30:00 p.m.,5.076,96.204,,,,
14897,11/19/25 09:00:00 p.m.,4.324,96.537,,,,
14898,11/19/25 09:30:00 p.m.,4.246,96.760,,,,
14899,11/19/25 10:00:00 p.m.,3.722,96.956,,,,
14900,11/19/25 10:30:00 p.m.,4.558,97.480,,,,
14901,11/19/25 11:00:00 p.m.,4.506,97.661,,,,
14902,11/19/25 11:30:00 p.m.,4.714,98.010,,,,
14903,11/20/25 12:00:00 a.m.,4.766,98.098,,,,
14904,11/20/25 12:30:00 a.m.,4.506,98.146,,,,
14905,11/20/25 01:00:00 a.m.,4.402,98.408,,,,
14906,11/20/25 01:30:00 a.m.,4.610,98.564,,,,
14907,11/20/25 02:00:00 a.m.,4.740,98.649,,,,
14908,11/20/25 02:30:00 a.m.,4.766,98.753,,,,
14909,11/20/25 03:00:00 a.m.,4.454,98.713,,,,
14910,11/20/25 03:30:00 a.m.,3.591,98.758,,,,
14911,11/20/25 04:00:00 a.m.,3.880,99.129,,,,
14912,11/20/25 04:30:00 a.m.,4.350,99.118,,,,
14913,11/20/25 05:00:00 a.m.,3.512,99.048,,,,
14914,11/20/25 05:30:00 a.m.,3.433,99.362,,,,
14915,11/20/25 06:00:00 a.m.,3.722,99.372,,,,
14916,11/20/25 06:30:00 a.m.,4.584,99.546,,,,
14917,11/20/25 07:00:00 a.m.,6.051,99.795,,,,
14918,11/20/25 07:30:00 a.m.,7.720,99.636,,,,
14919,11/20/25 08:00:00 a.m.,9.657,97.808,,,,
14920,11/20/25 08:30:00 a.m.,11.565,88.398,,,,
14921,11/20/25 09:00:00 a.m.,13.064,81.872,,,,
14922,11/20/25 09:30:00 a.m.,15.748,75.794,,,,
14923,11/20/25 10:00:00 a.m.,17.986,68.441,,,,
14924,11/20/25 10:30:00 a.m.,18.628,65.137,,,,
14925,11/20/25 11:00:00 a.m.,18.224,60.163,,,,
14926,11/20/25 11:30:00 a.m.,19.888,57.506,,,,
14927,11/20/25 12:00:00 p.m.,20.722,51.842,,,,
14928,11/20/25 12:30:00 p.m.,18.295,51.353,,,,
14929,11/20/25 01:00:00 p.m.,20.031,54.203,,,,
14930,11/20/25 01:30:00 p.m.,15.175,61.939,,,,
14931,11/20/25 02:00:00 p.m.,7.066,75.391,,,,
14932,11/20/25 02:30:00 p.m.,3.801,88.267,,,,
14933,11/20/25 03:00:00 p.m.,4.298,92.378,,,,
14934,11/20/25 03:30:00 p.m.,3.801,94.332,,,,
14935,11/20/25 04:00:00 p.m.,4.454,95.395,,,,
14936,11/20/25 04:30:00 p.m.,4.610,96.052,,,,
14937,11/20/25 05:00:00 p.m.,4.402,96.632,,,,
14938,11/20/25 05:30:00 p.m.,4.298,97.067,,,,
14939,11/20/25 06:00:00 p.m.,3.880,97.340,,,,
14940,11/20/25 06:30:00 p.m.,4.037,97.772,,,,
14941,11/20/25 07:00:00 p.m.,4.350,98.103,,,,
14942,11/20/25 07:30:00 p.m.,3.617,97.945,,,,
14943,11/20/25 08:00:00 p.m.,2.262,98.189,,,,
14944,11/20/25 08:30:00 p.m.,1.425,98.335,,,,
14945,11/20/25 09:00:00 p.m.,0.550,98.609,,,,
14946,11/20/25 09:30:00 p.m.,0.934,98.814,,,,
14947,11/20/25 10:00:00 p.m.,0.934,98.956,,,,
14948,11/20/25 10:30:00 p.m.,0.880,99.059,,,,
14949,11/20/25 11:00:00 p.m.,0.880,99.249,,,,
14950,11/20/25 11:30:00 p.m.,0.962,99.320,,,,
14951,11/21/25 12:00:00 a.m.,0.467,99.295,,,,
14952,11/21/25 12:30:00 a.m.,0.770,99.501,,,,
14953,11/21/25 01:00:00 a.m.,0.660,99.587,,,,
14954,11/21/25 01:30:00 a.m.,1.805,99.776,,,,
14955,11/21/25 02:00:00 a.m.,3.063,99.806,,,,
14956,11/21/25 02:30:00 a.m.,3.116,99.821,,,,
14957,11/21/25 03:00:00 a.m.,2.717,99.849,,,,
14958,11/21/25 03:30:00 a.m.,3.142,100.000,,,,
14959,11/21/25 04:00:00 a.m.,3.221,100.000,,,,
14960,11/21/25 04:30:00 a.m.,2.316,100.000,,,,
14961,11/21/25 05:00:00 a.m.,2.182,100.000,,,,
14962,11/21/25 05:30:00 a.m.,1.859,100.000,,,,
14963,11/21/25 06:00:00 a.m.,2.021,100.000,,,,
14964,11/21/25 06:30:00 a.m.,2.690,100.000,,,,
14965,11/21/25 07:00:00 a.m.,5.539,100.000,,,,
14966,11/21/25 07:30:00 a.m.,8.369,100.000,,,,
