"Título de trazado: 20759041"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759041, SEN S/N: 20759041, LBL: TempC)","Event, units (LGR S/N: 20759041, SEN S/N: 20759041, LBL: 0.2mm)","Acoplador adjunto (LGR S/N: 20759041)","Host conectado (LGR S/N: 20759041)","Acoplador separado (LGR S/N: 20759041)","Final de archivo (LGR S/N: 20759041)"
20214,10/03/25 09:37:50 a.m.,,7605.00,,,,
20215,10/03/25 09:39:37 a.m.,,7606.00,,,,
20216,10/03/25 09:42:27 a.m.,,7607.00,,,,
20217,10/03/25 09:44:10 a.m.,,7608.00,,,,
20218,10/03/25 09:47:37 a.m.,,7609.00,,,,
20219,10/03/25 09:52:52 a.m.,,7610.00,,,,
20220,10/03/25 09:59:25 a.m.,,7611.00,,,,
20221,10/03/25 10:00:00 a.m.,7.179,,,,,
20222,10/03/25 10:02:51 a.m.,,7612.00,,,,
20223,10/03/25 10:07:28 a.m.,,7613.00,,,,
20224,10/03/25 10:10:59 a.m.,,7614.00,,,,
20225,10/03/25 10:17:20 a.m.,,7615.00,,,,
20226,10/03/25 10:27:23 a.m.,,7616.00,,,,
20227,10/03/25 10:30:00 a.m.,9.077,,,,,
20228,10/03/25 11:00:00 a.m.,14.038,,,,,
20229,10/03/25 11:15:25 a.m.,,7617.00,,,,
20230,10/03/25 11:30:00 a.m.,13.750,,,,,
20231,10/03/25 11:41:41 a.m.,,7618.00,,,,
20232,10/03/25 12:00:00 p.m.,11.625,,,,,
20233,10/03/25 12:30:00 p.m.,10.651,,,,,
20234,10/03/25 12:45:48 p.m.,,7619.00,,,,
20235,10/03/25 01:00:00 p.m.,11.139,,,,,
20236,10/03/25 01:30:00 p.m.,12.497,,,,,
20237,10/03/25 02:00:00 p.m.,11.334,,,,,
20238,10/03/25 02:30:00 p.m.,9.669,,,,,
20239,10/03/25 03:00:00 p.m.,11.041,,,,,
20240,10/03/25 03:30:00 p.m.,11.139,,,,,
20241,10/03/25 04:00:00 p.m.,9.965,,,,,
20242,10/03/25 04:30:00 p.m.,9.373,,,,,
20243,10/03/25 05:00:00 p.m.,7.179,,,,,
20244,10/03/25 05:30:00 p.m.,5.244,,,,,
20245,10/03/25 06:00:00 p.m.,3.367,,,,,
20246,10/03/25 06:30:00 p.m.,1.656,,,,,
20247,10/03/25 07:00:00 p.m.,0.893,,,,,
20248,10/03/25 07:30:00 p.m.,0.674,,,,,
20249,10/03/25 08:00:00 p.m.,2.943,,,,,
20250,10/03/25 08:30:00 p.m.,3.683,,,,,
20251,10/03/25 09:00:00 p.m.,4.102,,,,,
20252,10/03/25 09:30:00 p.m.,4.207,,,,,
20253,10/03/25 10:00:00 p.m.,4.415,,,,,
20254,10/03/25 10:30:00 p.m.,4.415,,,,,
20255,10/03/25 11:00:00 p.m.,4.519,,,,,
20256,10/03/25 11:30:00 p.m.,4.727,,,,,
20257,10/04/25 12:00:00 a.m.,4.727,,,,,
20258,10/04/25 12:30:00 a.m.,4.623,,,,,
20259,10/04/25 01:00:00 a.m.,3.998,,,,,
20260,10/04/25 01:30:00 a.m.,3.367,,,,,
20261,10/04/25 02:00:00 a.m.,1.764,,,,,
20262,10/04/25 02:30:00 a.m.,1.330,,,,,
20263,10/04/25 03:00:00 a.m.,0.453,,,,,
20264,10/04/25 03:30:00 a.m.,1.112,,,,,
20265,10/04/25 04:00:00 a.m.,1.980,,,,,
20266,10/04/25 04:30:00 a.m.,2.837,,,,,
20267,10/04/25 05:00:00 a.m.,3.367,,,,,
20268,10/04/25 05:30:00 a.m.,3.893,,,,,
20269,10/04/25 06:00:00 a.m.,3.893,,,,,
20270,10/04/25 06:30:00 a.m.,4.519,,,,,
20271,10/04/25 07:00:00 a.m.,5.450,,,,,
20272,10/04/25 07:30:00 a.m.,7.582,,,,,
20273,10/04/25 08:00:00 a.m.,12.013,,,,,
20274,10/04/25 08:30:00 a.m.,17.189,,,,,
20275,10/04/25 09:00:00 a.m.,19.948,,,,,
20276,10/04/25 09:30:00 a.m.,16.713,,,,,
20277,10/04/25 10:00:00 a.m.,16.427,,,,,
20278,10/04/25 10:30:00 a.m.,15.855,,,,,
20279,10/04/25 11:00:00 a.m.,12.690,,,,,
20280,10/04/25 11:30:00 a.m.,11.819,,,,,
20281,10/04/25 12:00:00 p.m.,17.475,,,,,
20282,10/04/25 12:30:00 p.m.,15.569,,,,,
20283,10/04/25 01:00:00 p.m.,19.948,,,,,
20284,10/04/25 01:30:00 p.m.,16.999,,,,,
20285,10/04/25 02:00:00 p.m.,17.570,,,,,
20286,10/04/25 02:30:00 p.m.,18.331,,,,,
20287,10/04/25 03:00:00 p.m.,15.473,,,,,
20288,10/04/25 03:30:00 p.m.,14.613,,,,,
20289,10/04/25 03:43:50 p.m.,,7620.00,,,,
20290,10/04/25 03:57:50 p.m.,,7621.00,,,,
20291,10/04/25 04:00:00 p.m.,10.259,7622.00,,,,
20292,10/04/25 04:12:58 p.m.,,7623.00,,,,
20293,10/04/25 04:30:00 p.m.,8.282,,,,,
20294,10/04/25 05:00:00 p.m.,7.582,,,,,
20295,10/04/25 05:30:00 p.m.,6.064,,,,,
20296,10/04/25 06:00:00 p.m.,3.788,,,,,
20297,10/04/25 06:30:00 p.m.,2.410,,,,,
20298,10/04/25 07:00:00 p.m.,0.453,,,,,
20299,10/04/25 07:30:00 p.m.,-0.325,,,,,
20300,10/04/25 08:00:00 p.m.,-0.437,,,,,
20301,10/04/25 08:30:00 p.m.,-0.887,,,,,
20302,10/04/25 09:00:00 p.m.,-0.887,,,,,
20303,10/04/25 09:30:00 p.m.,1.003,,,,,
20304,10/04/25 10:00:00 p.m.,1.872,,,,,
20305,10/04/25 10:30:00 p.m.,1.980,,,,,
20306,10/04/25 11:00:00 p.m.,2.195,,,,,
20307,10/04/25 11:30:00 p.m.,2.195,,,,,
20308,10/05/25 12:00:00 a.m.,2.195,,,,,
20309,10/05/25 12:30:00 a.m.,2.517,,,,,
20310,10/05/25 01:00:00 a.m.,2.195,,,,,
20311,10/05/25 01:30:00 a.m.,1.656,,,,,
20312,10/05/25 02:00:00 a.m.,1.764,,,,,
20313,10/05/25 02:30:00 a.m.,1.980,,,,,
20314,10/05/25 03:00:00 a.m.,2.088,,,,,
20315,10/05/25 03:30:00 a.m.,2.088,,,,,
20316,10/05/25 04:00:00 a.m.,1.656,,,,,
20317,10/05/25 04:30:00 a.m.,1.980,,,,,
20318,10/05/25 05:00:00 a.m.,2.410,,,,,
20319,10/05/25 05:30:00 a.m.,2.303,,,,,
20320,10/05/25 06:00:00 a.m.,2.088,,,,,
20321,10/05/25 06:30:00 a.m.,2.517,,,,,
20322,10/05/25 07:00:00 a.m.,3.683,,,,,
20323,10/05/25 07:30:00 a.m.,7.682,,,,,
20324,10/05/25 08:00:00 a.m.,9.373,,,,,
20325,10/05/25 08:30:00 a.m.,14.517,,,,,
20326,10/05/25 09:00:00 a.m.,17.094,,,,,
20327,10/05/25 09:30:00 a.m.,16.237,,,,,
20328,10/05/25 10:00:00 a.m.,18.806,,,,,
20329,10/05/25 10:30:00 a.m.,19.187,,,,,
20330,10/05/25 11:00:00 a.m.,20.424,,,,,
20331,10/05/25 11:30:00 a.m.,18.901,,,,,
20332,10/05/25 12:00:00 p.m.,15.187,,,,,
20333,10/05/25 12:30:00 p.m.,20.996,,,,,
20334,10/05/25 01:00:00 p.m.,22.046,,,,,
20335,10/05/25 01:30:00 p.m.,20.996,,,,,
20336,10/05/25 02:00:00 p.m.,19.662,,,,,
20337,10/05/25 02:30:00 p.m.,16.713,,,,,
20338,10/05/25 03:00:00 p.m.,14.804,,,,,
20339,10/05/25 03:30:00 p.m.,15.664,,,,,
20340,10/05/25 04:00:00 p.m.,17.475,,,,,
20341,10/05/25 04:30:00 p.m.,9.965,,,,,
20342,10/05/25 05:00:00 p.m.,8.481,,,,,
20343,10/05/25 05:30:00 p.m.,6.775,,,,,
20344,10/05/25 06:00:00 p.m.,6.775,,,,,
20345,10/05/25 06:30:00 p.m.,3.472,,,,,
20346,10/05/25 07:00:00 p.m.,2.837,,,,,
20347,10/05/25 07:30:00 p.m.,0.674,,,,,
20348,10/05/25 08:00:00 p.m.,-0.437,,,,,
20349,10/05/25 08:30:00 p.m.,0.010,,,,,
20350,10/05/25 09:00:00 p.m.,-0.437,,,,,
20351,10/05/25 09:30:00 p.m.,0.893,,,,,
20352,10/05/25 10:00:00 p.m.,2.088,,,,,
20353,10/05/25 10:30:00 p.m.,1.112,,,,,
20354,10/05/25 11:00:00 p.m.,1.656,,,,,
20355,10/05/25 11:30:00 p.m.,2.730,,,,,
20356,10/06/25 12:00:00 a.m.,3.578,,,,,
20357,10/06/25 12:30:00 a.m.,4.311,,,,,
20358,10/06/25 01:00:00 a.m.,4.415,,,,,
20359,10/06/25 01:30:00 a.m.,3.998,,,,,
20360,10/06/25 02:00:00 a.m.,3.788,,,,,
20361,10/06/25 02:30:00 a.m.,4.623,,,,,
20362,10/06/25 03:00:00 a.m.,5.244,,,,,
20363,10/06/25 03:30:00 a.m.,5.141,,,,,
20364,10/06/25 03:58:51 a.m.,,7624.00,,,,
20365,10/06/25 04:00:00 a.m.,4.831,,,,,
20366,10/06/25 04:30:00 a.m.,4.415,,,,,
20367,10/06/25 04:32:41 a.m.,,7625.00,,,,
20368,10/06/25 04:47:30 a.m.,,7626.00,,,,
20369,10/06/25 05:00:00 a.m.,4.207,,,,,
20370,10/06/25 05:26:43 a.m.,,7627.00,,,,
20371,10/06/25 05:30:00 a.m.,4.311,,,,,
20372,10/06/25 05:31:11 a.m.,,7628.00,,,,
20373,10/06/25 05:34:09 a.m.,,7629.00,,,,
20374,10/06/25 05:40:42 a.m.,,7630.00,,,,
20375,10/06/25 05:45:14 a.m.,,7631.00,,,,
20376,10/06/25 05:49:14 a.m.,,7632.00,,,,
20377,10/06/25 05:53:02 a.m.,,7633.00,,,,
20378,10/06/25 05:56:09 a.m.,,7634.00,,,,
20379,10/06/25 06:00:00 a.m.,4.207,,,,,
20380,10/06/25 06:01:00 a.m.,,7635.00,,,,
20381,10/06/25 06:03:55 a.m.,,7636.00,,,,
20382,10/06/25 06:08:24 a.m.,,7637.00,,,,
20383,10/06/25 06:12:14 a.m.,,7638.00,,,,
20384,10/06/25 06:23:51 a.m.,,7639.00,,,,
20385,10/06/25 06:30:00 a.m.,3.998,,,,,
20386,10/06/25 06:41:37 a.m.,,7640.00,,,,
20387,10/06/25 07:00:00 a.m.,4.207,,,,,
20388,10/06/25 07:00:10 a.m.,,7641.00,,,,
20389,10/06/25 07:06:25 a.m.,,7642.00,,,,
20390,10/06/25 07:30:00 a.m.,4.727,,,,,
20391,10/06/25 07:42:31 a.m.,,7643.00,,,,
20392,10/06/25 07:55:13 a.m.,,7644.00,,,,
20393,10/06/25 08:00:00 a.m.,5.037,,,,,
20394,10/06/25 08:30:00 a.m.,6.471,,,,,
20395,10/06/25 09:00:00 a.m.,7.381,,,,,
20396,10/06/25 09:30:00 a.m.,9.669,,,,,
20397,10/06/25 10:00:00 a.m.,10.944,,,,,
20398,10/06/25 10:30:00 a.m.,10.063,,,,,
20399,10/06/25 11:00:00 a.m.,13.846,,,,,
20400,10/06/25 11:30:00 a.m.,15.091,,,,,
20401,10/06/25 11:30:16 a.m.,,7645.00,,,,
20402,10/06/25 12:00:00 p.m.,16.237,,,,,
20403,10/06/25 12:30:00 p.m.,15.664,,,,,
20404,10/06/25 12:46:00 p.m.,,7646.00,,,,
20405,10/06/25 01:00:00 p.m.,11.625,,,,,
20406,10/06/25 01:30:00 p.m.,10.846,,,,,
20407,10/06/25 02:00:00 p.m.,8.978,,,,,
20408,10/06/25 02:30:00 p.m.,10.944,,,,,
20409,10/06/25 03:00:00 p.m.,12.304,,,,,
20410,10/06/25 03:30:00 p.m.,19.948,,,,,
20411,10/06/25 04:00:00 p.m.,20.043,,,,,
20412,10/06/25 04:30:00 p.m.,11.236,,,,,
20413,10/06/25 05:00:00 p.m.,8.581,,,,,
20414,10/06/25 05:30:00 p.m.,8.082,,,,,
20415,10/06/25 06:00:00 p.m.,6.775,,,,,
20416,10/06/25 06:30:00 p.m.,5.757,,,,,
20417,10/06/25 07:00:00 p.m.,4.727,,,,,
20418,10/06/25 07:30:00 p.m.,3.998,,,,,
20419,10/06/25 08:00:00 p.m.,4.207,,,,,
20420,10/06/25 08:30:00 p.m.,4.623,,,,,
20421,10/06/25 09:00:00 p.m.,4.519,,,,,
20422,10/06/25 09:30:00 p.m.,4.623,,,,,
20423,10/06/25 10:00:00 p.m.,4.831,,,,,
20424,10/06/25 10:30:00 p.m.,4.831,,,,,
20425,10/06/25 11:00:00 p.m.,5.037,,,,,
20426,10/06/25 11:30:00 p.m.,5.347,,,,,
20427,10/07/25 12:00:00 a.m.,5.552,,,,,
20428,10/07/25 12:30:00 a.m.,5.450,,,,,
20429,10/07/25 01:00:00 a.m.,5.141,,,,,
20430,10/07/25 01:30:00 a.m.,4.311,,,,,
20431,10/07/25 02:00:00 a.m.,4.102,,,,,
20432,10/07/25 02:30:00 a.m.,3.998,,,,,
20433,10/07/25 03:00:00 a.m.,3.998,,,,,
20434,10/07/25 03:30:00 a.m.,4.415,,,,,
20435,10/07/25 04:00:00 a.m.,4.311,,,,,
20436,10/07/25 04:30:00 a.m.,4.415,,,,,
20437,10/07/25 05:00:00 a.m.,4.311,,,,,
20438,10/07/25 05:30:00 a.m.,4.519,,,,,
20439,10/07/25 06:00:00 a.m.,4.934,,,,,
20440,10/07/25 06:30:00 a.m.,6.166,,,,,
20441,10/07/25 07:00:00 a.m.,6.166,,,,,
20442,10/07/25 07:30:00 a.m.,6.775,,,,,
20443,10/07/25 08:00:00 a.m.,8.481,,,,,
20444,10/07/25 08:30:00 a.m.,14.038,,,,,
20445,10/07/25 09:00:00 a.m.,18.521,,,,,
20446,10/07/25 09:30:00 a.m.,21.187,,,,,
20447,10/07/25 10:00:00 a.m.,16.141,,,,,
20448,10/07/25 10:30:00 a.m.,13.750,,,,,
20449,10/07/25 11:00:00 a.m.,14.230,,,,,
20450,10/07/25 11:30:00 a.m.,18.996,,,,,
20451,10/07/25 12:00:00 p.m.,17.570,,,,,
20452,10/07/25 12:30:00 p.m.,18.711,,,,,
20453,10/07/25 01:00:00 p.m.,15.664,,,,,
20454,10/07/25 01:30:00 p.m.,17.284,,,,,
20455,10/07/25 02:00:00 p.m.,15.855,,,,,
20456,10/07/25 02:30:00 p.m.,14.038,,,,,
20457,10/07/25 03:00:00 p.m.,18.236,,,,,
20458,10/07/25 03:15:58 p.m.,,7647.00,,,,
20459,10/07/25 03:25:38 p.m.,,7648.00,,,,
20460,10/07/25 03:30:00 p.m.,10.455,,,,,
20461,10/07/25 03:52:07 p.m.,,7649.00,,,,
20462,10/07/25 04:00:00 p.m.,7.381,,,,,
20463,10/07/25 04:30:00 p.m.,7.682,,,,,
20464,10/07/25 05:00:00 p.m.,6.370,,,,,
20465,10/07/25 05:30:00 p.m.,6.064,,,,,
20466,10/07/25 06:00:00 p.m.,4.207,,,,,
20467,10/07/25 06:30:00 p.m.,2.088,,,,,
20468,10/07/25 07:00:00 p.m.,1.764,,,,,
20469,10/07/25 07:30:00 p.m.,1.112,,,,,
20470,10/07/25 08:00:00 p.m.,0.010,,,,,
20471,10/07/25 08:30:00 p.m.,-0.102,,,,,
20472,10/07/25 09:00:00 p.m.,0.343,,,,,
20473,10/07/25 09:30:00 p.m.,0.343,,,,,
20474,10/07/25 10:00:00 p.m.,-0.213,,,,,
20475,10/07/25 10:30:00 p.m.,0.010,,,,,
20476,10/07/25 11:00:00 p.m.,-0.549,,,,,
20477,10/07/25 11:04:37 p.m.,,7650.00,,,,
20478,10/07/25 11:30:00 p.m.,-0.102,,,,,
20479,10/08/25 12:00:00 a.m.,0.343,,,,,
20480,10/08/25 12:30:00 a.m.,0.453,,,,,
20481,10/08/25 01:00:00 a.m.,0.453,,,,,
20482,10/08/25 01:30:00 a.m.,0.453,,,,,
20483,10/08/25 02:00:00 a.m.,0.453,,,,,
20484,10/08/25 02:30:00 a.m.,0.563,,,,,
20485,10/08/25 03:00:00 a.m.,1.112,,,,,
20486,10/08/25 03:30:00 a.m.,1.330,,,,,
20487,10/08/25 04:00:00 a.m.,1.872,,,,,
20488,10/08/25 04:30:00 a.m.,2.410,,,,,
20489,10/08/25 05:00:00 a.m.,3.049,,,,,
20490,10/08/25 05:30:00 a.m.,3.578,,,,,
20491,10/08/25 06:00:00 a.m.,3.683,,,,,
20492,10/08/25 06:30:00 a.m.,3.683,,,,,
20493,10/08/25 07:00:00 a.m.,4.102,,,,,
20494,10/08/25 07:30:00 a.m.,5.450,,,,,
20495,10/08/25 08:00:00 a.m.,7.782,,,,,
20496,10/08/25 08:30:00 a.m.,11.625,,,,,
20497,10/08/25 09:00:00 a.m.,16.332,,,,,
20498,10/08/25 09:30:00 a.m.,20.234,,,,,
20499,10/08/25 10:00:00 a.m.,19.948,,,,,
20500,10/08/25 10:30:00 a.m.,19.472,,,,,
20501,10/08/25 11:00:00 a.m.,20.138,,,,,
20502,10/08/25 11:30:00 a.m.,21.760,,,,,
20503,10/08/25 12:00:00 p.m.,22.333,,,,,
20504,10/08/25 12:30:00 p.m.,19.377,,,,,
20505,10/08/25 01:00:00 p.m.,19.853,,,,,
20506,10/08/25 01:30:00 p.m.,23.388,,,,,
20507,10/08/25 02:00:00 p.m.,23.677,,,,,
20508,10/08/25 02:30:00 p.m.,24.738,,,,,
20509,10/08/25 03:00:00 p.m.,20.901,,,,,
20510,10/08/25 03:30:00 p.m.,18.521,,,,,
20511,10/08/25 04:00:00 p.m.,12.401,,,,,
20512,10/08/25 04:22:06 p.m.,,7651.00,,,,
20513,10/08/25 04:25:59 p.m.,,7652.00,,,,
20514,10/08/25 04:29:41 p.m.,,7653.00,,,,
20515,10/08/25 04:30:00 p.m.,8.581,,,,,
20516,10/08/25 04:30:53 p.m.,,7654.00,,,,
20517,10/08/25 04:33:02 p.m.,,7655.00,,,,
20518,10/08/25 04:34:29 p.m.,,7656.00,,,,
20519,10/08/25 04:36:31 p.m.,,7657.00,,,,
20520,10/08/25 04:38:01 p.m.,,7658.00,,,,
20521,10/08/25 04:40:52 p.m.,,7659.00,,,,
20522,10/08/25 04:43:45 p.m.,,7660.00,,,,
20523,10/08/25 04:50:19 p.m.,,7661.00,,,,
20524,10/08/25 04:56:53 p.m.,,7662.00,,,,
20525,10/08/25 05:00:00 p.m.,6.573,,,,,
20526,10/08/25 05:30:00 p.m.,5.962,,,,,
20527,10/08/25 06:00:00 p.m.,5.450,,,,,
20528,10/08/25 06:30:00 p.m.,4.727,,,,,
20529,10/08/25 07:00:00 p.m.,4.623,,,,,
20530,10/08/25 07:30:00 p.m.,5.244,,,,,
20531,10/08/25 07:34:59 p.m.,,7663.00,,,,
20532,10/08/25 07:39:19 p.m.,,7664.00,,,,
20533,10/08/25 07:46:49 p.m.,,7665.00,,,,
20534,10/08/25 07:54:14 p.m.,,7666.00,,,,
20535,10/08/25 08:00:00 p.m.,4.519,,,,,
20536,10/08/25 08:21:34 p.m.,,7667.00,,,,
20537,10/08/25 08:30:00 p.m.,4.311,,,,,
20538,10/08/25 09:00:00 p.m.,3.367,,,,,
20539,10/08/25 09:30:00 p.m.,2.837,,,,,
20540,10/08/25 10:00:00 p.m.,3.893,,,,,
20541,10/08/25 10:30:00 p.m.,4.311,,,,,
20542,10/08/25 10:57:44 p.m.,,7668.00,,,,
20543,10/08/25 11:00:00 p.m.,4.415,,,,,
20544,10/08/25 11:25:16 p.m.,,7669.00,,,,
20545,10/08/25 11:30:00 p.m.,4.519,,,,,
20546,10/08/25 11:40:30 p.m.,,7670.00,,,,
20547,10/08/25 11:57:03 p.m.,,7671.00,,,,
20548,10/09/25 12:00:00 a.m.,4.311,,,,,
20549,10/09/25 12:30:00 a.m.,4.102,,,,,
20550,10/09/25 01:00:00 a.m.,3.998,,,,,
20551,10/09/25 01:30:00 a.m.,3.893,,,,,
20552,10/09/25 02:00:00 a.m.,3.578,,,,,
20553,10/09/25 02:30:00 a.m.,3.683,,,,,
20554,10/09/25 03:00:00 a.m.,3.472,,,,,
20555,10/09/25 03:30:00 a.m.,2.943,,,,,
20556,10/09/25 04:00:00 a.m.,3.049,,,,,
20557,10/09/25 04:30:00 a.m.,3.472,,,,,
20558,10/09/25 05:00:00 a.m.,3.893,,,,,
20559,10/09/25 05:30:00 a.m.,3.893,,,,,
20560,10/09/25 06:00:00 a.m.,3.893,,,,,
20561,10/09/25 06:30:00 a.m.,3.683,,,,,
20562,10/09/25 07:00:00 a.m.,5.860,,,,,
20563,10/09/25 07:30:00 a.m.,11.722,,,,,
20564,10/09/25 08:00:00 a.m.,13.846,,,,,
20565,10/09/25 08:30:00 a.m.,13.654,,,,,
20566,10/09/25 09:00:00 a.m.,21.473,,,,,
20567,10/09/25 09:30:00 a.m.,23.773,,,,,
20568,10/09/25 10:00:00 a.m.,23.677,,,,,
20569,10/09/25 10:30:00 a.m.,18.711,,,,,
20570,10/09/25 11:00:00 a.m.,24.931,,,,,
20571,10/09/25 11:30:00 a.m.,24.545,,,,,
20572,10/09/25 12:00:00 p.m.,18.236,,,,,
20573,10/09/25 12:01:21 p.m.,,7672.00,,,,
20574,10/09/25 12:28:04 p.m.,,7673.00,,,,
20575,10/09/25 12:30:00 p.m.,14.038,,,,,
20576,10/09/25 01:00:00 p.m.,19.187,,,,,
20577,10/09/25 01:30:00 p.m.,16.903,,,,,
20578,10/09/25 02:00:00 p.m.,14.709,,,,,
20579,10/09/25 02:30:00 p.m.,14.134,,,,,
20580,10/09/25 02:54:05 p.m.,,7674.00,,,,
20581,10/09/25 03:00:00 p.m.,11.722,,,,,
20582,10/09/25 03:05:30 p.m.,,7675.00,,,,
20583,10/09/25 03:30:00 p.m.,10.357,,,,,
20584,10/09/25 04:00:00 p.m.,10.651,,,,,
20585,10/09/25 04:30:00 p.m.,10.553,,,,,
20586,10/09/25 05:00:00 p.m.,9.965,,,,,
20587,10/09/25 05:30:00 p.m.,9.768,,,,,
20588,10/09/25 06:00:00 p.m.,7.983,,,,,
20589,10/09/25 06:30:00 p.m.,6.775,,,,,
20590,10/09/25 07:00:00 p.m.,6.268,,,,,
20591,10/09/25 07:30:00 p.m.,5.450,,,,,
20592,10/09/25 08:00:00 p.m.,5.860,,,,,
20593,10/09/25 08:30:00 p.m.,6.166,,,,,
20594,10/09/25 08:37:28 p.m.,,7676.00,,,,
20595,10/09/25 08:41:57 p.m.,,7677.00,,,,
20596,10/09/25 08:46:41 p.m.,,7678.00,,,,
20597,10/09/25 08:50:38 p.m.,,7679.00,,,,
20598,10/09/25 08:53:14 p.m.,,7680.00,,,,
20599,10/09/25 08:55:52 p.m.,,7681.00,,,,
20600,10/09/25 08:58:14 p.m.,,7682.00,,,,
20601,10/09/25 09:00:00 p.m.,5.655,,,,,
20602,10/09/25 09:01:04 p.m.,,7683.00,,,,
20603,10/09/25 09:02:46 p.m.,,7684.00,,,,
20604,10/09/25 09:04:42 p.m.,,7685.00,,,,
20605,10/09/25 09:06:38 p.m.,,7686.00,,,,
20606,10/09/25 09:08:41 p.m.,,7687.00,,,,
20607,10/09/25 09:10:25 p.m.,,7688.00,,,,
20608,10/09/25 09:12:27 p.m.,,7689.00,,,,
20609,10/09/25 09:16:11 p.m.,,7690.00,,,,
20610,10/09/25 09:19:02 p.m.,,7691.00,,,,
20611,10/09/25 09:21:54 p.m.,,7692.00,,,,
20612,10/09/25 09:24:55 p.m.,,7693.00,,,,
20613,10/09/25 09:29:06 p.m.,,7694.00,,,,
20614,10/09/25 09:30:00 p.m.,4.831,,,,,
20615,10/09/25 09:35:00 p.m.,,7695.00,,,,
20616,10/09/25 09:39:38 p.m.,,7696.00,,,,
20617,10/09/25 09:44:47 p.m.,,7697.00,,,,
20618,10/09/25 09:48:09 p.m.,,7698.00,,,,
20619,10/09/25 09:56:48 p.m.,,7699.00,,,,
20620,10/09/25 10:00:00 p.m.,4.519,,,,,
20621,10/09/25 10:04:01 p.m.,,7700.00,,,,
20622,10/09/25 10:13:48 p.m.,,7701.00,,,,
20623,10/09/25 10:28:48 p.m.,,7702.00,,,,
20624,10/09/25 10:30:00 p.m.,4.519,,,,,
20625,10/09/25 11:00:00 p.m.,4.415,,,,,
20626,10/09/25 11:30:00 p.m.,4.207,,,,,
20627,10/10/25 12:00:00 a.m.,4.102,,,,,
20628,10/10/25 12:30:00 a.m.,4.519,,,,,
20629,10/10/25 01:00:00 a.m.,4.831,,,,,
20630,10/10/25 01:30:00 a.m.,4.831,,,,,
20631,10/10/25 02:00:00 a.m.,4.727,,,,,
20632,10/10/25 02:27:42 a.m.,,7703.00,,,,
20633,10/10/25 02:30:00 a.m.,4.727,,,,,
20634,10/10/25 02:39:08 a.m.,,7704.00,,,,
20635,10/10/25 03:00:00 a.m.,4.727,,,,,
20636,10/10/25 03:30:00 a.m.,4.727,,,,,
20637,10/10/25 03:55:37 a.m.,,7705.00,,,,
20638,10/10/25 04:00:00 a.m.,4.727,,,,,
20639,10/10/25 04:13:57 a.m.,,7706.00,,,,
20640,10/10/25 04:30:00 a.m.,4.727,,,,,
20641,10/10/25 05:00:00 a.m.,4.519,,,,,
20642,10/10/25 05:30:00 a.m.,4.415,,,,,
20643,10/10/25 06:00:00 a.m.,4.207,,,,,
20644,10/10/25 06:19:54 a.m.,,7707.00,,,,
20645,10/10/25 06:26:56 a.m.,,7708.00,,,,
20646,10/10/25 06:30:00 a.m.,4.415,,,,,
20647,10/10/25 07:00:00 a.m.,4.934,,,,,
20648,10/10/25 07:01:13 a.m.,,7709.00,,,,
20649,10/10/25 07:30:00 a.m.,7.280,,,,,
20650,10/10/25 08:00:00 a.m.,9.768,,,,,
20651,10/10/25 08:30:00 a.m.,11.041,,,,,
20652,10/10/25 09:00:00 a.m.,12.013,,,,,
20653,10/10/25 09:30:00 a.m.,9.571,,,,,
20654,10/10/25 10:00:00 a.m.,11.236,,,,,
20655,10/10/25 10:30:00 a.m.,17.094,,,,,
20656,10/10/25 11:00:00 a.m.,17.094,,,,,
20657,10/10/25 11:30:00 a.m.,17.665,,,,,
20658,10/10/25 12:00:00 p.m.,21.378,,,,,
20659,10/10/25 12:30:00 p.m.,18.996,,,,,
20660,10/10/25 01:00:00 p.m.,19.662,,,,,
20661,10/10/25 01:30:00 p.m.,16.713,,,,,
20662,10/10/25 02:00:00 p.m.,14.421,,,,,
20663,10/10/25 02:30:00 p.m.,12.013,,,,,
20664,10/10/25 03:00:00 p.m.,14.421,,,,,
20665,10/10/25 03:30:00 p.m.,13.269,,,,,
20666,10/10/25 04:00:00 p.m.,12.883,,,,,
20667,10/10/25 04:30:00 p.m.,11.625,,,,,
20668,10/10/25 05:00:00 p.m.,10.846,,,,,
20669,10/10/25 05:30:00 p.m.,9.077,,,,,
20670,10/10/25 06:00:00 p.m.,7.682,,,,,
20671,10/10/25 06:30:00 p.m.,6.268,,,,,
20672,10/10/25 07:00:00 p.m.,5.655,,,,,
20673,10/10/25 07:30:00 p.m.,4.311,,,,,
20674,10/10/25 08:00:00 p.m.,3.367,,,,,
20675,10/10/25 08:30:00 p.m.,3.049,,,,,
20676,10/10/25 09:00:00 p.m.,2.410,,,,,
20677,10/10/25 09:30:00 p.m.,2.517,,,,,
20678,10/10/25 10:00:00 p.m.,2.303,,,,,
20679,10/10/25 10:30:00 p.m.,2.303,,,,,
20680,10/10/25 11:00:00 p.m.,3.261,,,,,
20681,10/10/25 11:30:00 p.m.,2.517,,,,,
20682,10/11/25 12:00:00 a.m.,1.980,,,,,
20683,10/11/25 12:30:00 a.m.,1.656,,,,,
20684,10/11/25 01:00:00 a.m.,1.112,,,,,
